delta,lam,ell,a,m_det,class,margin
12,30|5|4|3|2|1|1|1|1,9,0,-1,a0,
12,30|5|4|2|2|2|1|1|1,9,0,-1,a0,
12,30|5|3|3|3|1|1|1|1,9,0,-1,a0,
12,30|5|3|3|2|2|1|1|1,9,0,-1,a0,
12,30|5|3|2|2|2|2|1|1,9,1,5395,silent,5394
12,30|5|2|2|2|2|2|2|1,9,2,923,silent,921
12,30|4|4|4|2|1|1|1|1,9,0,-1,a0,
12,30|4|4|3|3|1|1|1|1,9,0,-1,a0,
12,30|4|4|3|2|2|1|1|1,9,0,-1,a0,
12,30|4|4|2|2|2|2|1|1,9,0,-1,a0,
12,30|4|3|3|3|2|1|1|1,9,0,-1,a0,
12,30|4|3|3|2|2|2|1|1,9,0,-1,a0,
12,30|4|3|2|2|2|2|2|1,9,1,1593,silent,1592
12,30|4|2|2|2|2|2|2|2,9,3,255,silent,252
12,30|3|3|3|3|3|1|1|1,9,0,-1,a0,
12,30|3|3|3|3|2|2|1|1,9,0,-1,a0,
12,30|3|3|3|2|2|2|2|1,9,0,-1,a0,
12,30|3|3|2|2|2|2|2|2,9,0,-1,a0,
12,29|12|1|1|1|1|1|1|1,9,0,-1,a0,
12,29|11|2|1|1|1|1|1|1,9,0,-1,a0,
12,29|10|3|1|1|1|1|1|1,9,0,-1,a0,
12,29|10|2|2|1|1|1|1|1,9,0,-1,a0,
12,29|9|4|1|1|1|1|1|1,9,0,-1,a0,
12,29|9|3|2|1|1|1|1|1,9,0,-1,a0,
12,29|9|2|2|2|1|1|1|1,9,0,-1,a0,
12,29|8|5|1|1|1|1|1|1,9,0,-1,a0,
12,29|8|4|2|1|1|1|1|1,9,0,-1,a0,
12,29|8|3|3|1|1|1|1|1,9,0,-1,a0,
12,29|8|3|2|2|1|1|1|1,9,0,-1,a0,
12,29|8|2|2|2|2|1|1|1,9,0,-1,a0,
12,29|7|6|1|1|1|1|1|1,9,0,-1,a0,
12,29|7|5|2|1|1|1|1|1,9,0,-1,a0,
12,29|7|4|3|1|1|1|1|1,9,0,-1,a0,
12,29|7|4|2|2|1|1|1|1,9,0,-1,a0,
12,29|7|3|3|2|1|1|1|1,9,0,-1,a0,
12,29|7|3|2|2|2|1|1|1,9,0,-1,a0,
12,29|7|2|2|2|2|2|1|1,9,1,3816,silent,3815
12,29|6|6|2|1|1|1|1|1,9,0,-1,a0,
12,29|6|5|3|1|1|1|1|1,9,0,-1,a0,
12,29|6|5|2|2|1|1|1|1,9,0,-1,a0,
12,29|6|4|4|1|1|1|1|1,9,0,-1,a0,
12,29|6|4|3|2|1|1|1|1,9,0,-1,a0,
12,29|6|4|2|2|2|1|1|1,9,0,-1,a0,
12,29|6|3|3|3|1|1|1|1,9,0,-1,a0,
12,29|6|3|3|2|2|1|1|1,9,1,27363,silent,27362
12,29|6|3|2|2|2|2|1|1,9,2,12737,silent,12735
12,29|6|2|2|2|2|2|2|1,9,4,2023,silent,2019
12,29|5|5|4|1|1|1|1|1,9,0,-1,a0,
12,29|5|5|3|2|1|1|1|1,9,0,-1,a0,
12,29|5|5|2|2|2|1|1|1,9,1,14762,silent,14761
12,29|5|4|4|2|1|1|1|1,9,0,-1,a0,
12,29|5|4|3|3|1|1|1|1,9,0,-1,a0,
12,29|5|4|3|2|2|1|1|1,9,0,-1,a0,
12,29|5|4|2|2|2|2|1|1,9,2,14039,silent,14037
12,29|5|3|3|3|2|1|1|1,9,0,-1,a0,
12,29|5|3|3|2|2|2|1|1,9,1,15301,silent,15300
12,29|5|3|2|2|2|2|2|1,9,4,5009,silent,5005
12,29|5|2|2|2|2|2|2|2,9,4,592,silent,588
12,29|4|4|4|3|1|1|1|1,9,0,-1,a0,
12,29|4|4|4|2|2|1|1|1,9,0,-1,a0,
12,29|4|4|3|3|2|1|1|1,9,0,-1,a0,
12,29|4|4|3|2|2|2|1|1,9,0,-1,a0,
12,29|4|4|2|2|2|2|2|1,9,3,3183,silent,3180
12,29|4|3|3|3|3|1|1|1,9,0,-1,a0,
12,29|4|3|3|3|2|2|1|1,9,0,-1,a0,
12,29|4|3|3|2|2|2|2|1,9,0,-1,a0,
12,29|4|3|2|2|2|2|2|2,9,2,939,silent,937
12,29|3|3|3|3|3|2|1|1,9,0,-1,a0,
12,29|3|3|3|3|2|2|2|1,9,0,-1,a0,
12,29|3|3|3|2|2|2|2|2,9,0,-1,a0,
12,28|13|1|1|1|1|1|1|1,9,0,-1,a0,
12,28|12|2|1|1|1|1|1|1,9,0,-1,a0,
12,28|11|3|1|1|1|1|1|1,9,0,-1,a0,
12,28|11|2|2|1|1|1|1|1,9,0,-1,a0,
12,28|10|4|1|1|1|1|1|1,9,0,-1,a0,
12,28|10|3|2|1|1|1|1|1,9,0,-1,a0,
12,28|10|2|2|2|1|1|1|1,9,0,-1,a0,
12,28|9|5|1|1|1|1|1|1,9,0,-1,a0,
12,28|9|4|2|1|1|1|1|1,9,0,-1,a0,
12,28|9|3|3|1|1|1|1|1,9,0,-1,a0,
12,28|9|3|2|2|1|1|1|1,9,0,-1,a0,
12,28|9|2|2|2|2|1|1|1,9,0,-1,a0,
12,28|8|6|1|1|1|1|1|1,9,0,-1,a0,
12,28|8|5|2|1|1|1|1|1,9,0,-1,a0,
12,28|8|4|3|1|1|1|1|1,9,0,-1,a0,
12,28|8|4|2|2|1|1|1|1,9,0,-1,a0,
12,28|8|3|3|2|1|1|1|1,9,0,-1,a0,
12,28|8|3|2|2|2|1|1|1,9,1,32969,silent,32968
12,28|8|2|2|2|2|2|1|1,9,1,6333,silent,6332
12,28|7|7|1|1|1|1|1|1,9,0,-1,a0,
12,28|7|6|2|1|1|1|1|1,9,0,-1,a0,
12,28|7|5|3|1|1|1|1|1,9,0,-1,a0,
12,28|7|5|2|2|1|1|1|1,9,0,-1,a0,
12,28|7|4|4|1|1|1|1|1,9,0,-1,a0,
12,28|7|4|3|2|1|1|1|1,9,0,-1,a0,
12,28|7|4|2|2|2|1|1|1,9,1,61255,silent,61254
12,28|7|3|3|3|1|1|1|1,9,1,33265,silent,33264
12,28|7|3|3|2|2|1|1|1,9,2,56260,silent,56258
12,28|7|3|2|2|2|2|1|1,9,6,25506,silent,25500
12,28|7|2|2|2|2|2|2|1,9,7,3789,silent,3782
12,28|6|6|3|1|1|1|1|1,9,0,-1,a0,
12,28|6|6|2|2|1|1|1|1,9,0,-1,a0,
12,28|6|5|4|1|1|1|1|1,9,0,-1,a0,
12,28|6|5|3|2|1|1|1|1,9,1,104129,silent,104128
12,28|6|5|2|2|2|1|1|1,9,2,54184,silent,54182
12,28|6|4|4|2|1|1|1|1,9,0,-1,a0,
12,28|6|4|3|3|1|1|1|1,9,0,-1,a0,
12,28|6|4|3|2|2|1|1|1,9,2,108543,silent,108541
12,28|6|4|2|2|2|2|1|1,9,5,38686,silent,38681
12,28|6|3|3|3|2|1|1|1,9,1,44942,silent,44941
12,28|6|3|3|2|2|2|1|1,9,4,38836,silent,38832
12,28|6|3|2|2|2|2|2|1,9,9,12192,silent,12183
12,28|6|2|2|2|2|2|2|2,9,8,1337,silent,1329
12,28|5|5|5|1|1|1|1|1,9,0,-1,a0,
12,28|5|5|4|2|1|1|1|1,9,0,-1,a0,
12,28|5|5|3|3|1|1|1|1,9,0,-1,a0,
12,28|5|5|3|2|2|1|1|1,9,2,60120,silent,60118
12,28|5|5|2|2|2|2|1|1,9,5,20286,silent,20281
12,28|5|4|4|3|1|1|1|1,9,0,-1,a0,
12,28|5|4|4|2|2|1|1|1,9,0,-1,a0,
12,28|5|4|3|3|2|1|1|1,9,0,-1,a0,
12,28|5|4|3|2|2|2|1|1,9,4,54272,silent,54268
12,28|5|4|2|2|2|2|2|1,9,9,13674,silent,13665
12,28|5|3|3|3|3|1|1|1,9,0,-1,a0,
12,28|5|3|3|3|2|2|1|1,9,0,-1,a0,
12,28|5|3|3|2|2|2|2|1,9,2,14607,silent,14605
12,28|5|3|2|2|2|2|2|2,9,4,2930,silent,2926
12,28|4|4|4|4|1|1|1|1,9,0,-1,a0,
12,28|4|4|4|3|2|1|1|1,9,0,-1,a0,
12,28|4|4|4|2|2|2|1|1,9,0,-1,a0,
12,28|4|4|3|3|3|1|1|1,9,0,-1,a0,
12,28|4|4|3|3|2|2|1|1,9,0,-1,a0,
12,28|4|4|3|2|2|2|2|1,9,2,11432,silent,11430
12,28|4|4|2|2|2|2|2|2,9,6,2046,silent,2040
12,28|4|3|3|3|3|2|1|1,9,0,-1,a0,
12,28|4|3|3|3|2|2|2|1,9,0,-1,a0,
12,28|4|3|3|2|2|2|2|2,9,0,-1,a0,
12,28|3|3|3|3|3|3|1|1,9,0,-1,a0,
12,28|3|3|3|3|3|2|2|1,9,0,-1,a0,
12,28|3|3|3|3|2|2|2|2,9,0,-1,a0,
12,27|14|1|1|1|1|1|1|1,9,0,-1,a0,
12,27|13|2|1|1|1|1|1|1,9,0,-1,a0,
12,27|12|3|1|1|1|1|1|1,9,0,-1,a0,
12,27|12|2|2|1|1|1|1|1,9,0,-1,a0,
12,27|11|4|1|1|1|1|1|1,9,0,-1,a0,
12,27|11|3|2|1|1|1|1|1,9,0,-1,a0,
12,27|11|2|2|2|1|1|1|1,9,0,-1,a0,
12,27|10|5|1|1|1|1|1|1,9,0,-1,a0,
12,27|10|4|2|1|1|1|1|1,9,0,-1,a0,
12,27|10|3|3|1|1|1|1|1,9,0,-1,a0,
12,27|10|3|2|2|1|1|1|1,9,0,-1,a0,
12,27|10|2|2|2|2|1|1|1,9,0,-1,a0,
12,27|9|6|1|1|1|1|1|1,9,0,-1,a0,
12,27|9|5|2|1|1|1|1|1,9,0,-1,a0,
12,27|9|4|3|1|1|1|1|1,9,0,-1,a0,
12,27|9|4|2|2|1|1|1|1,9,0,-1,a0,
12,27|9|3|3|2|1|1|1|1,9,1,73898,silent,73897
12,27|9|3|2|2|2|1|1|1,9,2,51990,silent,51988
12,27|9|2|2|2|2|2|1|1,9,3,9841,silent,9838
12,27|8|7|1|1|1|1|1|1,9,0,-1,a0,
12,27|8|6|2|1|1|1|1|1,9,0,-1,a0,
12,27|8|5|3|1|1|1|1|1,9,0,-1,a0,
12,27|8|5|2|2|1|1|1|1,9,1,131198,silent,131197
12,27|8|4|4|1|1|1|1|1,9,0,-1,a0,
12,27|8|4|3|2|1|1|1|1,9,1,207480,silent,207479
12,27|8|4|2|2|2|1|1|1,9,3,113386,silent,113383
12,27|8|3|3|3|1|1|1|1,9,1,60978,silent,60977
12,27|8|3|3|2|2|1|1|1,9,6,101493,silent,101487
12,27|8|3|2|2|2|2|1|1,9,11,44917,silent,44906
12,27|8|2|2|2|2|2|2|1,9,11,6401,silent,6390
12,27|7|7|2|1|1|1|1|1,9,0,-1,a0,
12,27|7|6|3|1|1|1|1|1,9,0,-1,a0,
12,27|7|6|2|2|1|1|1|1,9,0,-1,a0,
12,27|7|5|4|1|1|1|1|1,9,0,-1,a0,
12,27|7|5|3|2|1|1|1|1,9,3,265864,silent,265861
12,27|7|5|2|2|2|1|1|1,9,7,135254,silent,135247
12,27|7|4|4|2|1|1|1|1,9,0,-1,a0,
12,27|7|4|3|3|1|1|1|1,9,2,161713,silent,161711
12,27|7|4|3|2|2|1|1|1,9,7,246057,silent,246050
12,27|7|4|2|2|2|2|1|1,9,16,85538,silent,85522
12,27|7|3|3|3|2|1|1|1,9,4,96682,silent,96678
12,27|7|3|3|2|2|2|1|1,9,10,81606,silent,81596
12,27|7|3|2|2|2|2|2|1,9,18,24718,silent,24700
12,27|7|2|2|2|2|2|2|2,9,10,2391,silent,2381
12,27|6|6|4|1|1|1|1|1,9,1,58725,silent,58724
12,27|6|6|3|2|1|1|1|1,9,2,126644,silent,126642
12,27|6|6|2|2|2|1|1|1,9,1,61853,silent,61852
12,27|6|5|5|1|1|1|1|1,9,0,-1,a0,
12,27|6|5|4|2|1|1|1|1,9,2,203318,silent,203316
12,27|6|5|3|3|1|1|1|1,9,2,160066,silent,160064
12,27|6|5|3|2|2|1|1|1,9,10,237454,silent,237444
12,27|6|5|2|2|2|2|1|1,9,13,76470,silent,76457
12,27|6|4|4|3|1|1|1|1,9,0,-1,a0,
12,27|6|4|4|2|2|1|1|1,9,1,166185,silent,166184
12,27|6|4|3|3|2|1|1|1,9,4,207645,silent,207641
12,27|6|4|3|2|2|2|1|1,9,14,160339,silent,160325
12,27|6|4|2|2|2|2|2|1,9,23,38546,silent,38523
12,27|6|3|3|3|3|1|1|1,9,0,-1,a0,
12,27|6|3|3|3|2|2|1|1,9,2,73040,silent,73038
12,27|6|3|3|2|2|2|2|1,9,6,38032,silent,38026
12,27|6|3|2|2|2|2|2|2,9,11,7316,silent,7305
12,27|5|5|5|2|1|1|1|1,9,1,42528,silent,42527
12,27|5|5|4|3|1|1|1|1,9,0,-1,a0,
12,27|5|5|4|2|2|1|1|1,9,5,115323,silent,115318
12,27|5|5|3|3|2|1|1|1,9,1,118070,silent,118069
12,27|5|5|3|2|2|2|1|1,9,10,89472,silent,89462
12,27|5|5|2|2|2|2|2|1,9,8,19660,silent,19652
12,27|5|4|4|4|1|1|1|1,9,0,-1,a0,
12,27|5|4|4|3|2|1|1|1,9,0,-1,a0,
12,27|5|4|4|2|2|2|1|1,9,5,79680,silent,79675
12,27|5|4|3|3|3|1|1|1,9,0,-1,a0,
12,27|5|4|3|3|2|2|1|1,9,2,112284,silent,112282
12,27|5|4|3|2|2|2|2|1,9,12,54654,silent,54642
12,27|5|4|2|2|2|2|2|2,9,10,8308,silent,8298
12,27|5|3|3|3|3|2|1|1,9,0,-1,a0,
12,27|5|3|3|3|2|2|2|1,9,0,-1,a0,
12,27|5|3|3|2|2|2|2|2,9,1,8573,silent,8572
12,27|4|4|4|4|2|1|1|1,9,0,-1,a0,
12,27|4|4|4|3|3|1|1|1,9,0,-1,a0,
12,27|4|4|4|3|2|2|1|1,9,0,-1,a0,
12,27|4|4|4|2|2|2|2|1,9,5,15271,silent,15266
12,27|4|4|3|3|3|2|1|1,9,0,-1,a0,
12,27|4|4|3|3|2|2|2|1,9,0,-1,a0,
12,27|4|4|3|2|2|2|2|2,9,4,7027,silent,7023
12,27|4|3|3|3|3|3|1|1,9,0,-1,a0,
12,27|4|3|3|3|3|2|2|1,9,0,-1,a0,
12,27|4|3|3|3|2|2|2|2,9,0,-1,a0,
12,27|3|3|3|3|3|3|2|1,9,0,-1,a0,
12,27|3|3|3|3|3|2|2|2,9,0,-1,a0,
12,26|15|1|1|1|1|1|1|1,9,0,-1,a0,
12,26|14|2|1|1|1|1|1|1,9,0,-1,a0,
12,26|13|3|1|1|1|1|1|1,9,0,-1,a0,
12,26|13|2|2|1|1|1|1|1,9,0,-1,a0,
12,26|12|4|1|1|1|1|1|1,9,0,-1,a0,
12,26|12|3|2|1|1|1|1|1,9,0,-1,a0,
12,26|12|2|2|2|1|1|1|1,9,0,-1,a0,
12,26|11|5|1|1|1|1|1|1,9,0,-1,a0,
12,26|11|4|2|1|1|1|1|1,9,0,-1,a0,
12,26|11|3|3|1|1|1|1|1,9,0,-1,a0,
12,26|11|3|2|2|1|1|1|1,9,0,-1,a0,
12,26|11|2|2|2|2|1|1|1,9,0,-1,a0,
12,26|10|6|1|1|1|1|1|1,9,0,-1,a0,
12,26|10|5|2|1|1|1|1|1,9,0,-1,a0,
12,26|10|4|3|1|1|1|1|1,9,0,-1,a0,
12,26|10|4|2|2|1|1|1|1,9,1,138046,silent,138045
12,26|10|3|3|2|1|1|1|1,9,2,108713,silent,108711
12,26|10|3|2|2|2|1|1|1,9,4,75448,silent,75444
12,26|10|2|2|2|2|2|1|1,9,4,13952,silent,13948
12,26|9|7|1|1|1|1|1|1,9,0,-1,a0,
12,26|9|6|2|1|1|1|1|1,9,0,-1,a0,
12,26|9|5|3|1|1|1|1|1,9,1,219653,silent,219652
12,26|9|5|2|2|1|1|1|1,9,2,227139,silent,227137
12,26|9|4|4|1|1|1|1|1,9,0,-1,a0,
12,26|9|4|3|2|1|1|1|1,9,4,348820,silent,348816
12,26|9|4|2|2|2|1|1|1,9,8,188170,silent,188162
12,26|9|3|3|3|1|1|1|1,9,4,100582,silent,100578
12,26|9|3|3|2|2|1|1|1,9,12,165327,silent,165315
12,26|9|3|2|2|2|2|1|1,9,20,71934,silent,71914
12,26|9|2|2|2|2|2|2|1,9,16,9882,silent,9866
12,26|8|8|1|1|1|1|1|1,9,0,-1,a0,
12,26|8|7|2|1|1|1|1|1,9,0,-1,a0,
12,26|8|6|3|1|1|1|1|1,9,1,232031,silent,232030
12,26|8|6|2|2|1|1|1|1,9,3,231275,silent,231272
12,26|8|5|4|1|1|1|1|1,9,1,241980,silent,241979
12,26|8|5|3|2|1|1|1|1,9,9,549747,silent,549738
12,26|8|5|2|2|2|1|1|1,9,17,273971,silent,273954
12,26|8|4|4|2|1|1|1|1,9,2,333822,silent,333820
12,26|8|4|3|3|1|1|1|1,9,5,316024,silent,316019
12,26|8|4|3|2|2|1|1|1,9,21,475143,silent,475122
12,26|8|4|2|2|2|2|1|1,9,30,161218,silent,161188
12,26|8|3|3|3|2|1|1|1,9,9,181108,silent,181099
12,26|8|3|3|2|2|2|1|1,9,23,150153,silent,150130
12,26|8|3|2|2|2|2|2|1,9,31,44260,silent,44229
12,26|8|2|2|2|2|2|2|2,9,17,4129,silent,4112
12,26|7|7|3|1|1|1|1|1,9,0,-1,a0,
12,26|7|7|2|2|1|1|1|1,9,0,-1,a0,
12,26|7|6|4|1|1|1|1|1,9,1,210502,silent,210501
12,26|7|6|3|2|1|1|1|1,9,8,443102,silent,443094
12,26|7|6|2|2|2|1|1|1,9,10,212984,silent,212974
12,26|7|5|5|1|1|1|1|1,9,1,117468,silent,117467
12,26|7|5|4|2|1|1|1|1,9,8,553805,silent,553797
12,26|7|5|3|3|1|1|1|1,9,10,425955,silent,425945
12,26|7|5|3|2|2|1|1|1,9,32,622816,silent,622784
12,26|7|5|2|2|2|2|1|1,9,39,195136,silent,195097
12,26|7|4|4|3|1|1|1|1,9,1,336462,silent,336461
12,26|7|4|4|2|2|1|1|1,9,9,403198,silent,403189
12,26|7|4|3|3|2|1|1|1,9,15,489907,silent,489892
12,26|7|4|3|2|2|2|1|1,9,40,371445,silent,371405
12,26|7|4|2|2|2|2|2|1,9,46,85806,silent,85760
12,26|7|3|3|3|3|1|1|1,9,2,91268,silent,91266
12,26|7|3|3|3|2|2|1|1,9,6,160391,silent,160385
12,26|7|3|3|2|2|2|2|1,9,16,81642,silent,81626
12,26|7|3|2|2|2|2|2|2,9,17,14882,silent,14865
12,26|6|6|5|1|1|1|1|1,9,2,75784,silent,75782
12,26|6|6|4|2|1|1|1|1,9,6,285014,silent,285008
12,26|6|6|3|3|1|1|1|1,9,5,207175,silent,207170
12,26|6|6|3|2|2|1|1|1,9,13,297148,silent,297135
12,26|6|6|2|2|2|2|1|1,9,10,89804,silent,89794
12,26|6|5|5|2|1|1|1|1,9,6,208073,silent,208067
12,26|6|5|4|3|1|1|1|1,9,6,425018,silent,425012
12,26|6|5|4|2|2|1|1|1,9,19,498800,silent,498781
12,26|6|5|3|3|2|1|1|1,9,15,492929,silent,492914
12,26|6|5|3|2|2|2|1|1,9,38,362341,silent,362303
12,26|6|5|2|2|2|2|2|1,9,31,76816,silent,76785
12,26|6|4|4|4|1|1|1|1,9,0,-1,a0,
12,26|6|4|4|3|2|1|1|1,9,5,433569,silent,433564
12,26|6|4|4|2|2|2|1|1,9,17,258291,silent,258274
12,26|6|4|3|3|3|1|1|1,9,2,207653,silent,207651
12,26|6|4|3|3|2|2|1|1,9,14,349154,silent,349140
12,26|6|4|3|2|2|2|2|1,9,34,164681,silent,164647
12,26|6|4|2|2|2|2|2|2,9,28,23870,silent,23842
12,26|6|3|3|3|3|2|1|1,9,0,-1,a0,
12,26|6|3|3|3|2|2|2|1,9,1,77706,silent,77705
12,26|6|3|3|2|2|2|2|2,9,4,22699,silent,22695
12,26|5|5|5|3|1|1|1|1,9,2,97099,silent,97097
12,26|5|5|5|2|2|1|1|1,9,9,108747,silent,108738
12,26|5|5|4|4|1|1|1|1,9,0,-1,a0,
12,26|5|5|4|3|2|1|1|1,9,6,308856,silent,308850
12,26|5|5|4|2|2|2|1|1,9,19,180826,silent,180807
12,26|5|5|3|3|3|1|1|1,9,0,-1,a0,
12,26|5|5|3|3|2|2|1|1,9,6,200457,silent,200451
12,26|5|5|3|2|2|2|2|1,9,15,91526,silent,91511
